薬品ｺｰﾄﾞ	ﾖﾐｶﾞﾅ	種	薬品名	規格	メーカー	棚番	薬価	購入価	在庫数	調整量	単位	①薬価金額	②購入金額	①－②	販売会社	厚生省ｺｰﾄﾞ
51124026F10201	ｸﾞﾗﾝﾀﾞｷ05	内	グランダキシン錠５０　５０ｍｇ(PTP1錠)		持田製薬	茶	11.2	8.58	357	0	錠	3998.4	3063.06	935.34	持田製薬	1124026F1022	4987224045009;4987224045108;4987224045306;4987224045405;
52233004F10201	ｸﾘｱﾅｰﾙｼ20	内	クリアナール錠２００ｍｇ(PTP1錠)		田辺三菱製薬	下	10.1	8.06	244	0	錠	2464.4	1966.64	497.76	田辺三菱製薬	2233004F1025	4987128005031;4987128005154;
53961007F20901	ｸﾞﾘｸﾗｼﾞ02	内	グリクラジド錠２０ｍｇ「サワイ」(PTP1錠)		メディサ新薬	茶劇	5.9	5.9	520.5	0	錠	3070.95	3070.95	0	沢井製薬	3961007F2090	4987080031116;
62357701K31401	ｸﾞﾘｾﾘﾝｶ71	外	グリセリン浣腸液５０％「ケンエー」　３０ｍＬ(個1個)		健栄製薬	階段下	100.1	88.5833	4	0	個	400.4	354.3332	46.0668	健栄製薬	2357701K3140	4987286216935;4987286216959;
62357701K41101	ｸﾞﾘｾﾘﾝｶ72	外	グリセリン浣腸液５０％「ケンエー」　４０ｍＬ(個1個)		健栄製薬	階段下	107.7	75.6667	3	0	個	323.1	227.0001	96.0999	健栄製薬	2357701K4112	4987286216966;
62357701K50401	ｸﾞﾘｾﾘﾝｶ73	外	グリセリン浣腸液５０％「ケンエー」　５０ｍＬ(個1個)		健栄製薬	階段下	107.7	107.5	2	0	個	215.4	215	0.4	健栄製薬	2357701K5046	4987286216942;
62357701K62301	ｸﾞﾘｾﾘﾝｶ74	外	グリセリン浣腸液５０％「ケンエー」　６０ｍＬ(個1個)		健栄製薬	階段下	107.7	97.4	19	0	個	2046.3	1850.6	195.7	健栄製薬	2357701K6239	4987286216973;
62357701K81901	ｸﾞﾘｾﾘﾝｶ76	外	グリセリン浣腸液５０％「ケンエー」　１２０ｍＬ(個1個)		健栄製薬	階段下	140.6	127.2	21	0	個	2952.6	2671.2	281.4	健栄製薬	2357701K8193	4987286216997;
53961007F20201	ｸﾞﾘﾐｸﾛﾝ02	内	グリミクロンＨＡ錠２０ｍｇ(PTP1錠)		住友ファーマ	茶劇､PTP/バラ	10.3	8.19	338	0	錠	3481.4	2768.22	713.18	住友ファーマ	3961007F2022	4987116545525;
62649801M10201	ｸﾞﾘﾒｻｿﾞ	外	グリメサゾン軟膏(ﾁｭｰﾌﾞ5ｇ)		藤永製薬	外用下	31.8	24.2	20	0	ｇ	636	484	152	第一三共	2649801M1028	4987081140213;
53961008F30801	ｸﾞﾘﾒﾋﾟﾘ00	内	グリメピリド錠０．５ｍｇ「ＡＡ」(PTP1錠)		あすか製薬	茶劇	9.8	7.57	278	0	錠	2724.4	2104.46	619.94	武田薬品	3961008F3082	4987123155304;
53961008F10301	ｸﾞﾘﾒﾋﾟﾘ01	内	グリメピリド錠１ｍｇ「ＡＡ」(PTP1錠)		あすか製薬	茶劇	10.1	7.66	518	0	錠	5231.8	3967.88	1263.92	武田薬品	3961008F1039	4987123152372;4987123152402;
53229007C10348	ｸﾞﾙｺﾝｻﾝ	内	グルコンサンＫ細粒４ｍＥｑ／ｇ　カリウム(ﾊﾞﾗ1ｇ)		サンファーマ		7.7	8.2973	346.5	0	ｇ	2668.05	2875.0144	-206.9644	サンファーマ	3229007C1032	4987047116283;
53969008F20201	ｸﾞﾙﾌｧｽﾄ10	内	グルファスト錠１０ｍｇ(PTP1錠)		キッセイ薬品	下	30.5	26	30	0	錠	915	780	135	キッセイ薬品	3969008F2025	4987051182328;4987051182335;4987051182342;
53969102F20201	ｸﾞﾙﾍﾞｽﾊｵ	内	グルベス配合ＯＤ錠(PTP1錠)		キッセイ薬品	茶	34.5	26.74	1053	0	錠	36328.5	28157.22	8171.28	キッセイ薬品	3969102F2026	4987051187125;4987051187132;4987051187149;
56241018F10201	ｸﾞﾚｰｽﾋﾞｼﾞ	内	グレースビット錠５０ｍｇ(PTP1錠)		第一三共	下	130.1	99.4966	142	0	錠	18474.2	14128.5172	4345.6828	第一三共	6241018F1027	4987081127016;
52189017F30201	ｸﾚｽﾄｰﾙｵ02	内	クレストールＯＤ錠２．５ｍｇ(PTP1錠)		アストラゼネカ	茶､PTP/バラ	32.3	24.64	381	0	錠	12306.3	9387.84	2918.46	塩野義製薬	2189017F3025	4987087041682;4987087041699;4987087041705;
52189017F40201	ｸﾚｽﾄｰﾙｵ05	内	クレストールＯＤ錠５ｍｇ(PTP1錠)		アストラゼネカ	茶	57.7	44.03	93	0	錠	5366.1	4094.79	1271.31	塩野義製薬	2189017F4021	4987087041736;4987087041750;
52189017F10201	ｸﾚｽﾄｰﾙｼ02	内	クレストール錠２．５ｍｇ(PTP1錠)		アストラゼネカ	下	32.3	24.64	148	0	錠	4780.4	3646.72	1133.68	塩野義製薬	2189017F1022	4987087031126;4987087031133;4987087031140;4987087031157;
66290702Q10201	ｸﾚﾅﾌｨﾝﾂﾒ	外	クレナフィン爪外用液１０％(本3.56ｇ)		科研製薬	外用下､3.56g/本	1523.3	1333.9326	24.96	0	ｇ	38021.568	33294.9577	4726.6103	科研製薬	6290702Q1029	4987042136026;4987042136040;
54419008F15001	ｸﾚﾏｽﾁﾝｼﾞ0	内	クレマスチン錠１ｍｇ「タカタ」(PTP1錠)		高田製薬	下	5.1	4.4545	11	0	錠	56.1	48.9995	7.1005	高田製薬	4419008F1504	4987120103308;4987120103315;
53929003M10502	ｸﾚﾒｼﾞﾝｶ20	内	クレメジンカプセル２００ｍｇ(PTP1Ｃ)		クレハ	ク漢方棚	13.5	17.5986	237	0	Ｃ	3199.5	4170.8682	-971.3682	田辺三菱製薬	3929003M1054	4987128316236;
53399008F11301	ｸﾛﾋﾟﾄﾞｸﾞ0	内	クロピドグレル錠２５ｍｇ「ＴＣＫ」(PTP1錠)		辰巳化学	下	19.6	14.6364	0	0	錠	0	0	0	辰巳化学	3399008F1130	4987124150018;4987124150049;
53399008F22001	ｸﾛﾋﾟﾄﾞｸﾞ0	内	クロピドグレル錠７５ｍｇ「サワイ」(PTP1錠)		沢井製薬	茶	45.7	34.8	376	0	錠	17183.2	13084.8	4098.4	沢井製薬	3399008F2200	4987080405115;4987080405122;4987080405177;4987080405184;
62646722M11801	ｸﾛﾍﾞﾀｿﾞﾗｸ	外	クロベタゾン酪酸エステル軟膏０．０５％「イワキ」(ﾁｭｰﾌﾞ5ｇ)		岩城製薬	外用下	8.5	8.4	0	0	ｇ	0	0	0	岩城製薬	2646722M1186	4987020020606;
62521701H10501	ｸﾛﾏｲﾁﾂｼ10	外	クロマイ腟錠１００ｍｇ(SP1錠)		アルフレッサファーマ	外用下袋	71.7	71.7	2	0	錠	143.4	143.4	0	アルフレッサファーマ	2521701H1050	4987274128912;
62639802M10201	ｸﾛﾏｲﾅ	外	クロマイ－Ｐ軟膏(ﾁｭｰﾌﾞ25ｇ)		アルフレッサファーマ	外用下	28.5	30.1	50	0	ｇ	1425	1505	-80	アルフレッサファーマ	2639802M1026	4987274128936;
53999031F10301	ｹｱﾗﾑ02	内	ケアラム錠２５ｍｇ(PTP1錠)		エーザイ	茶劇	121.1	100.46	227	0	錠	27489.7	22804.42	4685.28	エーザイ	3999031F1035	4987028200109;
52190009R10201	ｹｲｷｻﾚｰﾄﾄﾞ	内	ケイキサレートドライシロップ７６％(分包3.27ｇ)		鳥居薬品	分包棚４	11.7	8.843	1262.22	0	ｇ	14767.974	11161.8115	3606.1625	鳥居薬品	2190009R1025	4987158108245;
62633705N10347	ｹﾞｰﾍﾞﾝｸ	外	ゲーベンクリーム１％(ﾊﾞﾗ1ｇ)		田辺三菱製薬	軟膏棚４､100g	12.8	11.42	150	0	ｇ	1920	1713	207	田辺三菱製薬	2633705N1031	4987128104567;4987128115556;
62649729S22701	ｹﾄﾌﾟﾛﾌｪ02	外	ケトプロフェンテープ２０ｍｇ「三和」　７ｃｍ×１０ｃｍ(枚7枚)		救急薬品	湿布棚３	12.3	9.3988	98	0	枚	1205.4	921.0824	284.3176	三和化学研究所	2649729S2274	4987086533461;4987086533485;
62649729S32001	ｹﾄﾌﾟﾛﾌｪ04	外	ケトプロフェンテープ４０ｍｇ「三和」　１０ｃｍ×１４ｃｍ(枚7枚)		救急薬品	湿布棚３	17.1	17.1	182	0	枚	3112.2	3112.2	0	三和化学研究所	2649729S3203	4987086533539;4987086533546;
56132005M10501	ｹﾌﾗｰﾙｶﾌ05	内	ケフラールカプセル２５０ｍｇ(PTP1Ｃ)		共和薬品	下	54.7	47.71	90	0	Ｃ	4923	4293.9	629.1	共和薬品	6132005M1059	4987058633038;
56132002M21801	ｹﾌﾚｯｸｽ	内	ケフレックスカプセル２５０ｍｇ(PTP1Ｃ)		共和薬品	下袋	31.5	31.5	19	0	Ｃ	598.5	598.5	0	共和薬品	6132002M2183	4987058181034;
62669701N20602	ｹﾗﾁﾅﾐﾝｺｸ	外	ケラチナミンコーワクリーム２０％(ﾁｭｰﾌﾞ25ｇ)		興和	外用下	5	3.828	250	0	ｇ	1250	957	293	興和	2669701N2067	4987770507709;
62634710M10701	ｹﾞﾝﾀｼﾝﾅ	外	ゲンタシン軟膏０．１％　１ｍｇ(ﾁｭｰﾌﾞ10ｇ)		高田製薬	外用茶	11	9.46	70	0	ｇ	770	662.2	107.8	高田製薬	2634710M1077	4987120263002;
52452002F10301	ｺｰﾄﾘﾙｼﾞ01	内	コートリル錠１０ｍｇ(PTP1錠)		ファイザー	茶	7.4	6.5763	0	0	錠	0	0	0	ファイザー	2452002F1030	4987114210609;
61319819Q10201	ｺｿﾌﾟﾄ	外	コソプト配合点眼液(本5mL)		参天製薬	茶点眼	458.3	351	70	0	mL	32081	24570	7511	参天製薬	1319819Q1020	4987084218018;
55200043C10201	ｺﾀﾛｰｺｳｿ	内	コタロー香蘇散エキス細粒(分包2ｇ)		小太郎漢方	不動漢方､70	7.1	6.0909	44	0	ｇ	312.4	267.9996	44.4004	小太郎漢方	5200043C1021	4987301068433;4987301068594;
55200133M10201	ｺﾀﾛｰﾏｵｳ	内	コタロー麻黄附子細辛湯エキスカプセル(PTP1Ｃ)		小太郎漢方		22.4	0	0	0	Ｃ	0	0	0	小太郎漢方	5200133M1021	4987301302193;4987301302667;4987301302674;
55200142C10201	ｺﾀﾛｰﾘｭｳ	内	コタロー竜胆瀉肝湯エキス細粒(分包3ｇ)		小太郎漢方		7.3	6.0159	243	0	ｇ	1773.9	1461.8637	312.0363	小太郎漢方	5200142C1025	4987301206439;4987301206590;
55200142C10247	ｺﾀﾛｰﾘｭｳ	内	コタロー竜胆瀉肝湯エキス細粒(ﾊﾞﾗ1ｇ)		小太郎漢方		7.3	0	0	0	ｇ	0	0	0	小太郎漢方	5200142C1025	4987301206606;
52149112F20201	ｺﾃﾞｨｵE	内	コディオ配合錠ＥＸ(PTP1錠)		ノバルティスファーマ	茶	48.4	36.3143	121	0	錠	5856.4	4394.0303	1462.3697	ノバルティスファーマ	2149112F2029	4987443330030;4987443330047;4987443330061;
52242001B23047	ｺﾃﾞｲﾝﾘﾝ00	内	コデインリン酸塩散１％「タケダ」(ﾊﾞﾗ1ｇ)		武田テバ薬品	散剤棚劇	7.5	5.62	101.2	0	ｇ	759	568.744	190.256	武田薬品	2242001B2300	4987123148559;4987123148566;
58115001F11001	ｺﾃﾞｲﾝﾘﾝｼ2	内	コデインリン酸塩錠２０ｍｇ「タケダ」(PTP1錠)		武田薬品		79.5	70.7983	119	0	錠	9460.5	8424.9977	1035.5023	武田薬品	8115001F1106	4987123155236;
52171021F10201	ｺﾆｰﾙｼﾞｮ02	内	コニール錠２　２ｍｇ(PTP1錠)		協和キリン	茶劇	17.8	15.1971	137	0	錠	2438.6	2082.0027	356.5973	協和キリン	2171021F1024	4987057251059;4987057251066;4987057320212;4987057353036;
52171021F20201	ｺﾆｰﾙｼﾞｮ04	内	コニール錠４　４ｍｇ(PTP1錠)		協和キリン	茶劇	26.3	19.59	87	0	錠	2288.1	1704.33	583.77	協和キリン	2171021F2020	4987057251097;4987057251103;4987057251127;4987057252582;
53941001F10701	ｺﾙﾋﾁﾝｼﾞ	内	コルヒチン錠０．５ｍｇ「タカタ」(PTP1錠)		高田製薬	茶劇､PTPﾊﾞﾗ	6.8	6.1	560	0	錠	3808	3416	392	高田製薬	3941001F1077	4987120394409;
62699714M10201	ｺﾚｸﾁﾑ05	外	コレクチム軟膏０．５％(ﾁｭｰﾌﾞ5ｇ)		日本たばこ産業	外用下	144.9	144.8	10	0	ｇ	1449	1448	1	鳥居薬品	2699714M1029	4987158328506;
52189014F10201	ｺﾚﾊﾞｲﾝｼ	内	コレバイン錠５００ｍｇ(PTP1錠)		田辺三菱製薬	下	23.2	18.33	228	0	錠	5289.6	4179.24	1110.36	田辺三菱製薬	2189014F1029	4987128615131;4987128615148;
52399011C10401	ｺﾛﾈﾙｻｲﾘ	内	コロネル細粒８３．３％(分包0.6ｇ)		アステラス製薬	分包棚４	18.1	13.6667	108.6	0	ｇ	1965.66	1484.2036	481.4564	アステラス製薬	2399011C1042	4987233139676;
52399011F10202	ｺﾛﾈﾙｼﾞｮ	内	コロネル錠５００ｍｇ(PTP1錠)		アステラス製薬	茶	11.9	9.197	64	0	錠	761.6	588.608	172.992	アステラス製薬	2399011F1022	4987233139461;4987233139485;
51179009G10201	ｺﾝｻｰﾀ01	内	コンサータ錠１８ｍｇ(PTP1錠)		ヤンセンファーマ	向1-30	344.1	306.4947	95	0	錠	32689.5	29116.9965	3572.5035	ヤンセンファーマ	1179009G1022	4987672830127;
51179009G20201	ｺﾝｻｰﾀ02	内	コンサータ錠２７ｍｇ(PTP1錠)		ヤンセンファーマ	向1-30	381.2	339.61	104	0	錠	39644.8	35319.44	4325.36	ヤンセンファーマ	1179009G2029	4987672830141;
51124023F10201	ｺﾝｽﾀﾝ04	内	コンスタン０．４ｍｇ錠(PTP1錠)		武田テバ薬品	茶向30	6.4	6	101	0	錠	646.4	606	40.4	武田薬品	1124023F1029	4987123110228;4987123118149;
51171001F32002	ｺﾝﾄﾐﾝﾄｳ05	内	コントミン糖衣錠５０ｍｇ(PTP1錠)		田辺三菱製薬	下劇	9.4	7.18	61	0	錠	573.4	437.98	135.42	田辺三菱製薬	1171001F3203	4987128004751;4987128005185;
62649727M10401	ｺﾝﾍﾞｯｸﾅ	外	コンベック軟膏５％(ﾁｭｰﾌﾞ10ｇ)		田辺三菱製薬	外用下､10g	16.3	15.7	20	0	ｇ	326	314	12	田辺三菱製薬	2649727M1040	4987128132478;
62649724M10347	ｻﾞｰﾈﾅﾝ	外	ザーネ軟膏０．５％　５０００単位(ﾊﾞﾗ1ｇ)		サンノーバ	軟膏棚	2.6	2.4	120	0	ｇ	312	288	24	エーザイ	2649724M1039	4987028221005;
54490028F10201	ｻﾞｲｻﾞﾙ05	内	ザイザル錠５ｍｇ(PTP1錠)		グラクソ・スミスクラ	茶	66.2	62.1939	98	0	錠	6487.6	6095.0022	392.5978	グラクソ・スミスクラ	4490028F1027	4987246758017;4987246758024;
54291033F10201	ｻﾞｲﾃｨｶﾞｼﾞ	内	ザイティガ錠２５０ｍｇ(PTP1錠)		ヤンセンファーマ	抗癌剤１	3759.3	3305.8929	28	0	錠	105260.4	92565.0012	12695.3988	ヤンセンファーマ	4291033F1024	4987672183124;
52329024F10201	ｻｲﾄﾃｯｸｼ02	内	サイトテック錠２００　２００μｇ(PTP1錠)		ファイザー	下劇	26.4	25.0989	31	0	錠	818.4	778.0659	40.3341	ファイザー	2329024F1025	4987114178305;4987114178404;
53943001F13101	ｻﾞｲﾛﾘｯｸ10	内	ザイロリック錠１００　１００ｍｇ(PTP1錠)		グラクソ・スミスクラ	茶	16.3	0	7	0	錠	114.1	0	114.1	グラクソ・スミスクラ	3943001F1314	4987246704137;4987246704168;
51179052M10201	ｻｲﾝﾊﾞﾙﾀ02	内	サインバルタカプセル２０ｍｇ(PTP1Ｃ)		塩野義製薬	茶劇､PTP／バラ	105.8	86.69	216	0	Ｃ	22852.8	18725.04	4127.76	日本イーライリリー	1179052M1022	4987428954022;4987428954039;
51179052M20201	ｻｲﾝﾊﾞﾙﾀ03	内	サインバルタカプセル３０ｍｇ(PTP1Ｃ)		塩野義製薬	下劇	140.2	158	1	0	Ｃ	140.2	158	-17.8	日本イーライリリー	1179052M2029	4987428954305;
52149121F20201	ｻﾞｸﾗｽｴｲ	内	ザクラス配合錠ＨＤ(PTP1錠)		武田薬品	茶劇	103	86.78	63	0	錠	6489	5467.14	1021.86	武田薬品	2149121F2028	4987123154246;4987123154253;
54490003M12602	ｻﾞｼﾞﾃﾝｶ	内	ザジテンカプセル１ｍｇ(PTP1Ｃ)		サンファーマ	下	11.4	9	199	0	Ｃ	2268.6	1791	477.6	サンファーマ	4490003M1263	4987047211018;4987047211025;
61319730Q12401	ｻﾞｼﾞﾃﾝﾃ	外	ザジテン点眼液０．０５％　３．４５ｍｇ５ｍＬ(瓶1瓶)		ノバルティスファーマ	下点眼	396.8	450	4	0	瓶	1587.2	1800	-212.8	ノバルティスファーマ	1319730Q1249	4987443374591;4987443374607;
61329705Q12902	ｻﾞｼﾞﾃﾝﾃﾝ	外	ザジテン点鼻液０．０５％　６．０４８ｍｇ８ｍＬ(瓶1瓶)		サンファーマ	点鼻	535.7	535	1	0	瓶	535.7	535	0.7	サンファーマ	1329705Q1298	4987047211094;
62649710M21247	ｻﾄｳｻﾞﾙﾍ01	外	サトウザルベ軟膏１０％(ﾊﾞﾗ1ｇ)		佐藤製薬	軟膏棚２	1.95	1.95	405	0	ｇ	789.75	789.75	0	佐藤製薬	2649710M2122	4987316129914;
53969024F20201	ｻﾞﾌｧﾃｯｸ10	内	ザファテック錠１００ｍｇ(患者用PK1錠)		武田薬品	下	905.2	753.05	11	0	錠	9957.2	8283.55	1673.65	武田薬品	3969024F2024	4987123155281;
52139011F30201	ｻﾑｽｶｵ07	内	サムスカＯＤ錠７．５ｍｇ(PTP1錠)		大塚製薬	茶劇	1084.7	966.35	0	0	錠	0	0	0	大塚製薬	2139011F3026	4987035378518;4987035378617;
56219001H11101	ｻﾗｿﾞｽﾙﾌ05	内	サラゾスルファピリジン腸溶錠５００ｍｇ「武田テバ」(PTP1錠)		武田テバファーマ	茶	17.6	15.91	587	0	錠	10331.2	9339.17	992.03	武田薬品	6219001H1110	4987123418225;
62652701M10244	ｻﾘﾁﾙｻﾝﾜ05	外	５％サリチル酸ワセリン軟膏東豊(ﾊﾞﾗ1ｇ)		東豊薬品	軟膏棚､バラ	3	2.8	35	0	ｇ	105	98	7	吉田製薬	2652701M1025	4987288945253;
62652701M20248	ｻﾘﾁﾙｻﾝﾜ10	外	１０％サリチル酸ワセリン軟膏東豊(ﾊﾞﾗ1ｇ)		東豊薬品	軟膏棚､バラ	3.08	3.074	380	0	ｇ	1170.4	1168.12	2.28	東豊薬品	2652701M2021	4987429000889;
52590016F20201	ｻﾞﾙﾃｨｱ05	内	ザルティア錠５ｍｇ(PTP1錠)		日本新薬	茶	150.5	115.97	90	0	錠	13545	10437.3	3107.7	日本新薬	2590016F2027	4987173018536;
51149029F11601	ｻﾞﾙﾄﾌﾟﾛ08	内	ザルトプロフェン錠８０ｍｇ「サワイ」(PTP1錠)		沢井製薬	下劇	10.1	7.82	56	0	錠	565.6	437.92	127.68	沢井製薬	1149029F1165	4987080302513;4987080302520;4987080302582;
53399006F21901	ｻﾙﾎﾟｸﾞﾚ10	内	サルポグレラート塩酸塩錠１００ｍｇ「サンド」(PTP1錠)		サンド	下	35.9	31.19	326	0	錠	11703.4	10167.94	1535.46	サンド	3399006F2197	4987614294017;4987614294024;
62649708X12547	ｻﾝｶｱｴﾝﾖ	外	酸化亜鉛「ヨシダ」(ﾊﾞﾗ1ｇ)		吉田製薬	散剤棚２	2.22	0	0	0	ｇ	0	0	0	吉田製薬	2649708X1257	4987288540250;
52344009F10801	ｻﾝｶﾏｸﾞﾈ25	内	酸化マグネシウム錠２５０ｍｇ「ケンエー」(PTP1錠)		健栄製薬	茶､PTP	5.7	4.704	1147	0	錠	6537.9	5395.488	1142.412	健栄製薬	2344009F1086	4987286113470;4987286113487;4987286115665;4987286115672;
52344009F10847	ｻﾝｶﾏｸﾞﾈ25	内	酸化マグネシウム錠２５０ｍｇ「ケンエー」(ﾊﾞﾗ1錠)		健栄製薬	バラ	5.7	4.704	252	0	錠	1436.4	1185.408	250.992	健栄製薬	2344009F1086	4987286113494;
52344009F20801	ｻﾝｶﾏｸﾞﾈ33	内	酸化マグネシウム錠３３０ｍｇ「ケンエー」(PTP1錠)		健栄製薬	茶､PTP	5.7	5.7	1765	0	錠	10060.5	10060.5	0	健栄製薬	2344009F2082	4987286113500;4987286113517;
52344009F20847	ｻﾝｶﾏｸﾞﾈ33	内	酸化マグネシウム錠３３０ｍｇ「ケンエー」(ﾊﾞﾗ1錠)		健栄製薬	カセット､ﾊﾞﾗ	5.7	5.7	1549	0	錠	8829.3	8829.3	0	健栄製薬	2344009F2082	4987286113524;4987286116747;
52344009F40501	ｻﾝｶﾏｸﾞﾈ50	内	酸化マグネシウム錠５００ｍｇ「ケンエー」(PTP1錠)		健栄製薬	茶	5.7	4.704	735	0	錠	4189.5	3457.44	732.06	健栄製薬	2344009F4050	4987286113531;4987286113548;4987286115702;4987286115719;
52344009C10647	ｻﾝｶﾏｸﾞﾈｻ	内	酸化マグネシウム細粒８３％「ヨシダ」(ﾊﾞﾗ1ｇ)		吉田製薬		9.8	9.8	145.232	0	ｇ	1423.2736	1423.2736	0	吉田製薬	2344009C1063	4987288439578;4987288439585;
61319710Q20701	ｻﾝｺﾊﾞﾃ	外	サンコバ点眼液０．０２％　５ｍＬ(瓶1瓶)		参天製薬	茶点眼	88.8	88.8	25	0	瓶	2220	2220	0	参天製薬	1319710Q2078	4987084120366;4987084120373;
61315700M10201	ｻﾝﾃｿﾞｰﾝ05	外	サンテゾーン０．０５％眼軟膏(ﾁｭｰﾌﾞ3.5ｇ)		参天製薬	外用茶	55	47.7959	21	0	ｇ	1155	1003.7139	151.2861	参天製薬	1315700M1026	4987084121233;
61315706Q20701	ｻﾝﾍﾞﾀｿﾞ	外	サンベタゾン眼耳鼻科用液０．１％(本5mL)		参天製薬	茶点眼	18.4	15.3	60	0	mL	1104	918	186	参天製薬	1315706Q2072	4987084123053;
52129008M10201	ｻﾝﾘｽﾞﾑｶ02	内	サンリズムカプセル２５ｍｇ(PTP1Ｃ)		第一三共	不動在庫	32	37.6757	37	0	Ｃ	1184	1394.0009	-210.0009	第一三共	2129008M1024	4987081655687;4987081655755;
52129008M20201	ｻﾝﾘｽﾞﾑｶ05	内	サンリズムカプセル５０ｍｇ(PTP1Ｃ)		第一三共	下劇	53.6	41.77	265	0	Ｃ	14204	11069.05	3134.95	第一三共	2129008M2020	4987081656127;4987081656295;
61319710Q21301	ｼｱﾉｺﾊﾞﾗﾐﾝ	外	シアノコバラミン点眼液０．０２％「センジュ」　５ｍＬ(瓶1瓶)		千寿製薬	茶点眼	86.4	65.9	33	0	瓶	2851.2	2174.7	676.5	武田薬品	1319710Q2132	4987123001328;4987123001366;
51179046F10202	ｼﾞｪｲｿﾞﾛ02	内	ジェイゾロフト錠２５ｍｇ(PTP1錠)		ヴィアトリス製薬	下劇	63.9	49.2778	69	0	錠	4409.1	3400.1682	1008.9318	ヴィアトリス製薬	1179046F1028	4987901003704;4987901003803;4987901003902;
56241017F10201	ｼﾞｪﾆﾅｯｸ	内	ジェニナック錠２００ｍｇ(PTP1錠)		富士フイルム富山化学	下袋	205.7	205.7	36	0	錠	7405.2	7405.2	0	アステラス製薬	6241017F1022	4987233001553;4987233001560;
52499010F11201	ｼﾞｴﾉｹﾞｽﾄ0	内	ジエノゲスト錠１ｍｇ「モチダ」(PTP1錠)		持田販売	下	87.9	66.41	220	0	錠	19338	14610.2	4727.8	持田製薬	2499010F1120	4987224057309;4987224057323;
61329701Q10301	ｼﾞｵｸﾁﾙｿ	外	ジオクチルソジウムスルホサクシネート耳科用液５％「ＣＥＯ」(本10mL)		セオリアファーマ	外用下	47	37.4	70	0	mL	3290	2618	672	武田薬品	1329701Q1036	4987123158565;
61319758Q10201	ｼﾞｸｱｽ	外	ジクアス点眼液３％　５ｍＬ(瓶1瓶)		参天製薬	茶点眼	529.8	457.7	37	0	瓶	19602.6	16934.9	2667.7	参天製薬	1319758Q1021	4987084170101;4987084170118;
61319758Q20201	ｼﾞｸｱｽ90	外	ジクアスＬＸ点眼液３％　５ｍＬ(瓶1瓶)		参天製薬	新規	1060	963.6	3	0	瓶	3180	2890.8	289.2	参天製薬	1319758Q2028	4987084316912;4987084316936;
