薬品ｺｰﾄﾞ,ﾖﾐｶﾞﾅ,種,薬品名,規格,メーカー,棚番,薬価,購入価,在庫数,調整量,単位,①薬価金額,②購入金額,①－②,販売会社,厚生省ｺｰﾄﾞ,JAN
53399008F21301,ｸﾛﾋﾟﾄﾞｸﾞ0,内,クロピドグレル錠７５ｍｇ「ＴＣＫ」(PTP1錠),"",辰巳化学,茶,45.7,35,0,0,錠,0,0,0,辰巳化学,3399008F2137,4987124150216;4987124150223;4987124150247;
62646722M11801,ｸﾛﾍﾞﾀｿﾞﾗｸ,外,クロベタゾン酪酸エステル軟膏０．０５％「イワキ」(ﾁｭｰﾌﾞ5ｇ),"",岩城製薬,外用下,8.5,8.4,0,0,ｇ,0,0,0,岩城製薬,2646722M1186,4987020020606;4987020020613;
62521701H10501,ｸﾛﾏｲﾁﾂｼ10,外,クロマイ腟錠１００ｍｇ(SP1錠),"",アルフレッサファーマ,外用下袋,71.7,71.7,15,0,錠,1075.5,1075.5,0,アルフレッサファーマ,2521701H1050,4987274128912;
62639802M10201,ｸﾛﾏｲﾅ,外,クロマイ－Ｐ軟膏(ﾁｭｰﾌﾞ25ｇ),"",アルフレッサファーマ,外用下,28.5,30.1,50,0,ｇ,1425,1505,-80,アルフレッサファーマ,2639802M1026,4987274128936;
53999031F10301,ｹｱﾗﾑ02,内,ケアラム錠２５ｍｇ(PTP1錠),"",エーザイ,茶劇,121.1,102.51,131,0,錠,15864.1,13428.81,2435.29,エーザイ,3999031F1035,4987028200109;
52190009R10201,ｹｲｷｻﾚｰﾄﾄﾞ,内,ケイキサレートドライシロップ７６％(分包3.27ｇ),"",鳥居薬品,分包棚４,11.7,8.843,359.7,0,ｇ,4208.49,3180.8271,1027.6629,鳥居薬品,2190009R1025,4987158108245;
62633705N10347,ｹﾞｰﾍﾞﾝｸ,外,ゲーベンクリーム１％(ﾊﾞﾗ1ｇ),"",田辺三菱製薬,軟膏棚４､100g,12.8,11.4,50,0,ｇ,640,570,70,田辺三菱製薬,2633705N1031,4987128104567;4987128115556;
62649729S22701,ｹﾄﾌﾟﾛﾌｪ02,外,ケトプロフェンテープ２０ｍｇ「三和」　７ｃｍ×１０ｃｍ(枚7枚),"",救急薬品,湿布棚３,12.3,9.3988,98,0,枚,1205.4,921.0824,284.3176,三和化学研究所,2649729S2274,4987086533461;4987086533485;
62649729S32001,ｹﾄﾌﾟﾛﾌｪ04,外,ケトプロフェンテープ４０ｍｇ「三和」　１０ｃｍ×１４ｃｍ(枚7枚),"",救急薬品,湿布棚３,17.1,17.1,147,0,枚,2513.7,2513.7,0,三和化学研究所,2649729S3203,4987086533539;4987086533546;
56132005M10501,ｹﾌﾗｰﾙｶﾌ05,内,ケフラールカプセル２５０ｍｇ(PTP1Ｃ),"",共和薬品,下,54.7,47.9,110,0,Ｃ,6017,5269,748,共和薬品,6132005M1059,4987058633038;
56132002M21801,ｹﾌﾚｯｸｽ,内,ケフレックスカプセル２５０ｍｇ(PTP1Ｃ),"",共和薬品,下袋,31.5,31.5,19,0,Ｃ,598.5,598.5,0,共和薬品,6132002M2183,4987058181034;
62669701N20602,ｹﾗﾁﾅﾐﾝｺｸ,外,ケラチナミンコーワクリーム２０％(ﾁｭｰﾌﾞ25ｇ),"",興和,外用下,5,4.08,200,0,ｇ,1000,816,184,興和,2669701N2067,4987770507709;
62634710M10701,ｹﾞﾝﾀｼﾝﾅ,外,ゲンタシン軟膏０．１％　１ｍｇ(ﾁｭｰﾌﾞ10ｇ),"",高田製薬,外用茶,11,9.79,50,0,ｇ,550,489.5,60.5,高田製薬,2634710M1077,4987120263002;
52452002F10301,ｺｰﾄﾘﾙｼﾞ01,内,コートリル錠１０ｍｇ(PTP1錠),"",ファイザー,茶,7.4,6.5763,0,0,錠,0,0,0,ファイザー,2452002F1030,4987114210609;
61319819Q10201,ｺｿﾌﾟﾄ,外,コソプト配合点眼液(本5mL),"",参天製薬,茶点眼,458.3,361.82,30,0,mL,13749,10854.6,2894.4,参天製薬,1319819Q1020,4987084218018;
55200043C10201,ｺﾀﾛｰｺｳｿ,内,コタロー香蘇散エキス細粒(分包2ｇ),"",小太郎漢方,不動漢方､70,7.1,6.0909,44,0,ｇ,312.4,267.9996,44.4004,小太郎漢方,5200043C1021,4987301068433;4987301068594;
55200133M10201,ｺﾀﾛｰﾏｵｳ,内,コタロー麻黄附子細辛湯エキスカプセル(PTP1Ｃ),"",小太郎漢方,"",22.4,0,0,0,Ｃ,0,0,0,小太郎漢方,5200133M1021,4987301302193;4987301302667;4987301302674;
52149112F20201,ｺﾃﾞｨｵE,内,コディオ配合錠ＥＸ(PTP1錠),"",ノバルティスファーマ,茶,48.4,37.4429,104,0,錠,5033.6,3894.0616,1139.5384,ノバルティスファーマ,2149112F2029,4987443330030;4987443330047;4987443330061;
52242001B23047,ｺﾃﾞｲﾝﾘﾝ00,内,コデインリン酸塩散１％「タケダ」(ﾊﾞﾗ1ｇ),"",武田テバ薬品,散剤棚劇,7.5,6.1977,105.2,0,ｇ,789,651.998,137.002,武田薬品,2242001B2300,4987123148559;4987123148566;
58115001F11001,ｺﾃﾞｲﾝﾘﾝｼ2,内,コデインリン酸塩錠２０ｍｇ「タケダ」(PTP1錠),"",武田薬品,"",79.5,70.7983,119,0,錠,9460.5,8424.9977,1035.5023,武田薬品,8115001F1106,4987123155236;4987123155243;
52171021F10201,ｺﾆｰﾙｼﾞｮ02,内,コニール錠２　２ｍｇ(PTP1錠),"",協和キリン,茶劇,17.8,15.1971,137,0,錠,2438.6,2082.0027,356.5973,協和キリン,2171021F1024,4987057251059;4987057251066;4987057320212;4987057353036;
52171021F20201,ｺﾆｰﾙｼﾞｮ04,内,コニール錠４　４ｍｇ(PTP1錠),"",協和キリン,茶劇,26.3,19.59,190,0,錠,4997,3722.1,1274.9,協和キリン,2171021F2020,4987057251097;4987057251103;4987057251127;4987057252582;
53941001F10701,ｺﾙﾋﾁﾝｼﾞ,内,コルヒチン錠０．５ｍｇ「タカタ」(PTP1錠),"",高田製薬,茶劇､PTPﾊﾞﾗ,6.8,6.1,333,0,錠,2264.4,2031.3,233.1,高田製薬,3941001F1077,4987120394409;
62699714M10201,ｺﾚｸﾁﾑ05,外,コレクチム軟膏０．５％(ﾁｭｰﾌﾞ5ｇ),"",日本たばこ産業,外用下,144.9,144.8,5,0,ｇ,724.5,724,0.5,鳥居薬品,2699714M1029,4987158328506;
52189014F10201,ｺﾚﾊﾞｲﾝｼ,内,コレバイン錠５００ｍｇ(PTP1錠),"",田辺三菱製薬,下,23.2,18.33,28,0,錠,649.6,513.24,136.36,田辺三菱製薬,2189014F1029,4987128615131;4987128615148;
52399011C10401,ｺﾛﾈﾙｻｲﾘ,内,コロネル細粒８３．３％(分包0.6ｇ),"",アステラス製薬,分包棚４,18.1,14.7619,155.4,0,ｇ,2812.74,2293.9993,518.7407,アステラス製薬,2399011C1042,4987233139676;
52399011F10202,ｺﾛﾈﾙｼﾞｮ,内,コロネル錠５００ｍｇ(PTP1錠),"",アステラス製薬,茶,11.9,9.197,64,0,錠,761.6,588.608,172.992,アステラス製薬,2399011F1022,4987233139461;4987233139485;
51179009G10201,ｺﾝｻｰﾀ01,内,コンサータ錠１８ｍｇ(PTP1錠),"",ヤンセンファーマ,向1-30,344.1,306.4947,95,0,錠,32689.5,29116.9965,3572.5035,ヤンセンファーマ,1179009G1022,4987672830127;
51179009G20201,ｺﾝｻｰﾀ02,内,コンサータ錠２７ｍｇ(PTP1錠),"",ヤンセンファーマ,向1-30,381.2,339.59,60,0,錠,22872,20375.4,2496.6,ヤンセンファーマ,1179009G2029,4987672830141;
51124023F10201,ｺﾝｽﾀﾝ04,内,コンスタン０．４ｍｇ錠(PTP1錠),"",武田テバ薬品,茶向30,6.4,6,101,0,錠,646.4,606,40.4,武田薬品,1124023F1029,4987123110228;4987123118149;
51171001F32002,ｺﾝﾄﾐﾝﾄｳ05,内,コントミン糖衣錠５０ｍｇ(PTP1錠),"",田辺三菱製薬,下劇,9.4,7.18,73,0,錠,686.2,524.14,162.06,田辺三菱製薬,1171001F3203,4987128004751;4987128005185;
62649727M10401,ｺﾝﾍﾞｯｸﾅ,外,コンベック軟膏５％(ﾁｭｰﾌﾞ10ｇ),"",田辺三菱製薬,外用下､10g,16.3,15.7,30,0,ｇ,489,471,18,田辺三菱製薬,2649727M1040,4987128132478;
62649724M10347,ｻﾞｰﾈﾅﾝ,外,ザーネ軟膏０．５％　５０００単位(ﾊﾞﾗ1ｇ),"",サンノーバ,軟膏棚,2.6,2.4,120,0,ｇ,312,288,24,エーザイ,2649724M1039,4987028221005;
54490028F10201,ｻﾞｲｻﾞﾙ05,内,ザイザル錠５ｍｇ(PTP1錠),"",グラクソ・スミスクラ,茶,66.2,62.1939,98,0,錠,6487.6,6095.0022,392.5978,グラクソ・スミスクラ,4490028F1027,4987246758017;4987246758024;
54291033F10201,ｻﾞｲﾃｨｶﾞｼﾞ,内,ザイティガ錠２５０ｍｇ(PTP1錠),"",ヤンセンファーマ,抗癌剤１,3759.3,3305.8929,28,0,錠,105260.4,92565.0012,12695.3988,ヤンセンファーマ,4291033F1024,4987672183124;
52329024F10201,ｻｲﾄﾃｯｸｼ02,内,サイトテック錠２００　２００μｇ(PTP1錠),"",ファイザー,下劇,26.4,25.0989,91,0,錠,2402.4,2283.9999,118.4001,ファイザー,2329024F1025,4987114178305;4987114178404;
53943001F13101,ｻﾞｲﾛﾘｯｸ10,内,ザイロリック錠１００　１００ｍｇ(PTP1錠),"",グラクソ・スミスクラ,茶,16.3,0,7,0,錠,114.1,0,114.1,グラクソ・スミスクラ,3943001F1314,4987246704137;4987246704168;
51179052M10201,ｻｲﾝﾊﾞﾙﾀ02,内,サインバルタカプセル２０ｍｇ(PTP1Ｃ),"",塩野義製薬,茶劇､PTP／バラ,105.8,89.34,149,0,Ｃ,15764.2,13311.66,2452.54,日本イーライリリー,1179052M1022,4987428954022;4987428954039;
51179052M20201,ｻｲﾝﾊﾞﾙﾀ03,内,サインバルタカプセル３０ｍｇ(PTP1Ｃ),"",塩野義製薬,下劇,140.2,158,1,0,Ｃ,140.2,158,-17.8,日本イーライリリー,1179052M2029,4987428954305;
52149121F20201,ｻﾞｸﾗｽｴｲ,内,ザクラス配合錠ＨＤ(PTP1錠),"",武田薬品,茶劇,103,86.78,208,0,錠,21424,18050.24,3373.76,武田薬品,2149121F2028,4987123154246;4987123154253;
54490003M12602,ｻﾞｼﾞﾃﾝｶ,内,ザジテンカプセル１ｍｇ(PTP1Ｃ),"",サンファーマ,下,11.4,9,199,0,Ｃ,2268.6,1791,477.6,サンファーマ,4490003M1263,4987047211018;4987047211025;
61319730Q12401,ｻﾞｼﾞﾃﾝﾃ,外,ザジテン点眼液０．０５％　３．４５ｍｇ５ｍＬ(瓶1瓶),"",ノバルティスファーマ,下点眼,396.8,450,4,0,瓶,1587.2,1800,-212.8,ノバルティスファーマ,1319730Q1249,4987443374591;4987443374607;
61329705Q12902,ｻﾞｼﾞﾃﾝﾃﾝ,外,ザジテン点鼻液０．０５％　６．０４８ｍｇ８ｍＬ(瓶1瓶),"",サンファーマ,"",535.7,0,0,0,瓶,0,0,0,サンファーマ,1329705Q1298,4987047211094;
62649710M21247,ｻﾄｳｻﾞﾙﾍ01,外,サトウザルベ軟膏１０％(ﾊﾞﾗ1ｇ),"",佐藤製薬,軟膏棚２,1.95,1.95,480,0,ｇ,936,936,0,佐藤製薬,2649710M2122,4987316129914;
53969024F20201,ｻﾞﾌｧﾃｯｸ10,内,ザファテック錠１００ｍｇ(患者用PK1錠),"",武田薬品,下,905.2,772,3,0,錠,2715.6,2316,399.6,武田薬品,3969024F2024,4987123155281;
52139011F30201,ｻﾑｽｶｵ07,内,サムスカＯＤ錠７．５ｍｇ(PTP1錠),"",大塚製薬,茶劇,1084.7,966.35,20,0,錠,21694,19327,2367,大塚製薬,2139011F3026,4987035378518;4987035378617;
56219001H11101,ｻﾗｿﾞｽﾙﾌ05,内,サラゾスルファピリジン腸溶錠５００ｍｇ「武田テバ」(PTP1錠),"",武田テバファーマ,茶,17.6,15.91,159,0,錠,2798.4,2529.69,268.71,武田薬品,6219001H1110,4987123418225;
62652701M10244,ｻﾘﾁﾙｻﾝﾜ05,外,５％サリチル酸ワセリン軟膏東豊(ﾊﾞﾗ1ｇ),"",東豊薬品,軟膏棚､バラ,3,2.8,150,0,ｇ,450,420,30,吉田製薬,2652701M1025,4987288945253;
62652701M20248,ｻﾘﾁﾙｻﾝﾜ10,外,１０％サリチル酸ワセリン軟膏東豊(ﾊﾞﾗ1ｇ),"",東豊薬品,軟膏棚､バラ,3.08,3.074,550,0,ｇ,1694,1690.7,3.3,東豊薬品,2652701M2021,4987429000889;
52590016F20201,ｻﾞﾙﾃｨｱ05,内,ザルティア錠５ｍｇ(PTP1錠),"",日本新薬,茶,150.5,120.58,164,0,錠,24682,19775.12,4906.88,日本新薬,2590016F2027,4987173018536;
51149029F11601,ｻﾞﾙﾄﾌﾟﾛ08,内,ザルトプロフェン錠８０ｍｇ「サワイ」(PTP1錠),"",沢井製薬,下劇,10.1,7.82,104,0,錠,1050.4,813.28,237.12,沢井製薬,1149029F1165,4987080302513;4987080302520;4987080302582;
53399006F21901,ｻﾙﾎﾟｸﾞﾚ10,内,サルポグレラート塩酸塩錠１００ｍｇ「サンド」(PTP1錠),"",サンド,下,35.9,31.86,64,0,錠,2297.6,2039.04,258.56,サンド,3399006F2197,4987614294017;4987614294024;
62649708X12547,ｻﾝｶｱｴﾝﾖ,外,酸化亜鉛「ヨシダ」(ﾊﾞﾗ1ｇ),"",吉田製薬,散剤棚２,2.22,0,0,0,ｇ,0,0,0,吉田製薬,2649708X1257,4987288540250;
52344009F10801,ｻﾝｶﾏｸﾞﾈ25,内,酸化マグネシウム錠２５０ｍｇ「ケンエー」(PTP1錠),"",健栄製薬,茶､PTP,5.7,4.704,826,0,錠,4708.2,3885.504,822.696,健栄製薬,2344009F1086,4987286113470;4987286113487;4987286115665;4987286115672;
52344009F10847,ｻﾝｶﾏｸﾞﾈ25,内,酸化マグネシウム錠２５０ｍｇ「ケンエー」(ﾊﾞﾗ1錠),"",健栄製薬,バラ,5.7,4.704,978,0,錠,5574.6,4600.512,974.088,健栄製薬,2344009F1086,4987286113494;
52344009F20801,ｻﾝｶﾏｸﾞﾈ33,内,酸化マグネシウム錠３３０ｍｇ「ケンエー」(PTP1錠),"",健栄製薬,茶､PTP,5.7,5.7,3728,0,錠,21249.6,21249.6,0,健栄製薬,2344009F2082,4987286113500;4987286113517;4987286115689;4987286115696;
52344009F20847,ｻﾝｶﾏｸﾞﾈ33,内,酸化マグネシウム錠３３０ｍｇ「ケンエー」(ﾊﾞﾗ1錠),"",健栄製薬,カセット､ﾊﾞﾗ,5.7,5.7,682,0,錠,3887.4,3887.4,0,健栄製薬,2344009F2082,4987286113524;4987286116747;
52344009F40501,ｻﾝｶﾏｸﾞﾈ50,内,酸化マグネシウム錠５００ｍｇ「ケンエー」(PTP1錠),"",健栄製薬,茶,5.7,4.704,749,0,錠,4269.3,3523.296,746.004,健栄製薬,2344009F4050,4987286113531;4987286113548;4987286115702;4987286115719;
52344009C10647,ｻﾝｶﾏｸﾞﾈｻ,内,酸化マグネシウム細粒８３％「ヨシダ」(ﾊﾞﾗ1ｇ),"",吉田製薬,"",9.8,8.397,2.4,0,ｇ,23.52,20.1528,3.3672,吉田製薬,2344009C1063,4987288439578;4987288439585;
61319710Q20701,ｻﾝｺﾊﾞﾃ,外,サンコバ点眼液０．０２％　５ｍＬ(瓶1瓶),"",参天製薬,茶点眼,88.8,70.5714,13,0,瓶,1154.4,917.4282,236.9718,参天製薬,1319710Q2078,4987084120366;4987084120373;
61315700M10201,ｻﾝﾃｿﾞｰﾝ05,外,サンテゾーン０．０５％眼軟膏(ﾁｭｰﾌﾞ3.5ｇ),"",参天製薬,外用茶,55,47.7959,24.5,0,ｇ,1347.5,1170.9996,176.5004,参天製薬,1315700M1026,4987084121233;
61315706Q20701,ｻﾝﾍﾞﾀｿﾞ,外,サンベタゾン眼耳鼻科用液０．１％(本5mL),"",参天製薬,茶点眼,18.4,15,20,0,mL,368,300,68,参天製薬,1315706Q2072,4987084123053;
52129008M10201,ｻﾝﾘｽﾞﾑｶ02,内,サンリズムカプセル２５ｍｇ(PTP1Ｃ),"",第一三共,不動在庫,32,37.6757,37,0,Ｃ,1184,1394.0009,-210.0009,第一三共,2129008M1024,4987081655687;4987081655755;
52129008M20201,ｻﾝﾘｽﾞﾑｶ05,内,サンリズムカプセル５０ｍｇ(PTP1Ｃ),"",第一三共,下劇,53.6,44.74,85,0,Ｃ,4556,3802.9,753.1,第一三共,2129008M2020,4987081656127;4987081656295;
61319710Q21301,ｼｱﾉｺﾊﾞﾗﾐﾝ,外,シアノコバラミン点眼液０．０２％「センジュ」　５ｍＬ(瓶1瓶),"",千寿製薬,茶点眼,86.4,65.9,39,0,瓶,3369.6,2570.1,799.5,武田薬品,1319710Q2132,4987123001328;4987123001366;
51179046F10202,ｼﾞｪｲｿﾞﾛ02,内,ジェイゾロフト錠２５ｍｇ(PTP1錠),"",ヴィアトリス製薬,下劇,63.9,54.3,101,0,錠,6453.9,5484.3,969.6,ヴィアトリス製薬,1179046F1028,4987901003704;4987901003803;4987901003902;
56241017F10201,ｼﾞｪﾆﾅｯｸ,内,ジェニナック錠２００ｍｇ(PTP1錠),"",富士フイルム富山化学,下袋,205.7,205.7,34,0,錠,6993.8,6993.8,0,アステラス製薬,6241017F1022,4987233001553;4987233001560;
52499010F11201,ｼﾞｴﾉｹﾞｽﾄ0,内,ジエノゲスト錠１ｍｇ「モチダ」(PTP1錠),"",持田販売,下,87.9,68.72,20,0,錠,1758,1374.4,383.6,持田製薬,2499010F1120,4987224057309;4987224057323;
61329701Q10301,ｼﾞｵｸﾁﾙｿ,外,ジオクチルソジウムスルホサクシネート耳科用液５％「ＣＥＯ」(本10mL),"",セオリアファーマ,外用下,47,37.4,80,0,mL,3760,2992,768,武田薬品,1329701Q1036,4987123158565;
61319758Q10201,ｼﾞｸｱｽ,外,ジクアス点眼液３％　５ｍＬ(瓶1瓶),"",参天製薬,茶点眼,529.8,457.7,37,0,瓶,19602.6,16934.9,2667.7,参天製薬,1319758Q1021,4987084170101;4987084170118;
61147700S10202,ｼﾞｸﾄﾙ75,外,ジクトルテープ７５ｍｇ(枚7枚),"",久光製薬,湿布棚３,155.8,134.1667,41,0,枚,6387.8,5500.8347,886.9653,久光製薬,1147700S1028,4987188488027;
52171017F20201,ｼｸﾞﾏｰﾄｼ05,内,シグマート錠５ｍｇ(PTP1錠),"",中外製薬,茶､PTP,11.2,8.56,403,0,錠,4513.6,3449.68,1063.92,中外製薬,2171017F2024,4987136104481;4987136104498;4987136104504;
52171017F20247,ｼｸﾞﾏｰﾄｼ05,内,シグマート錠５ｍｇ(ﾊﾞﾗ1錠),"",中外製薬,カセット､バラ,11.2,8.548,746,0,錠,8355.2,6376.808,1978.392,中外製薬,2171017F2024,4987136162108;
53999004M41201,ｼｸﾛｽﾎﾟﾘ02,内,シクロスポリンカプセル２５ｍｇ「ＴＣ」(PTP1Ｃ),"",東洋カプセル,茶劇,57.1,50,78,0,Ｃ,4453.8,3900,553.8,沢井製薬,3999004M4125,4987080113911;
61147700J32901,ｼﾞｸﾛﾌｪﾅｻﾞ,外,ジクロフェナクＮａ坐剤５０ｍｇ「武田テバ」(組5個),"",武田テバファーマ,"",20.3,0,0,0,個,0,0,0,武田薬品,1147700J3297,4987123417693;
62649734S21401,ｼﾞｸﾛﾌｪﾅﾃ3,外,ジクロフェナクナトリウムテープ３０ｍｇ「ＮＰ」　１０×１４ｃｍ(枚7枚),"",ニプロファーマ,湿布棚3,17.1,11.7857,0,0,枚,0,0,0,ニプロ,2649734S2143,4987190742810;4987190742841;
51147002N11901,ｼﾞｸﾛﾌｪﾅﾅｼ,内,ジクロフェナクＮａ徐放カプセル３７．５ｍｇ「トーワ」(PTP1Ｃ),"",東和薬品,下劇,5.9,5,8,0,Ｃ,47.2,40,7.2,東和薬品,1147002N1190,4987155028133;4987155028157;
52113003F30202,ｼﾞｺﾞｷｼﾝ00,内,ジゴキシン錠０．０６２５「ＫＹＯ」　０．０６２５ｍｇ(PTP1錠),"",京都薬品,茶劇,9.8,8.1987,123,0,錠,1205.4,1008.4401,196.9599,トーアエイヨー,2113003F3025,4987142741618;
56149004F10201,ｼﾞｽﾛﾏｯｸ25,内,ジスロマック錠２５０ｍｇ(患者用PK1錠),"",ファイザー,不動在庫,205.6,186.75,4,0,錠,822.4,747,75.4,ファイザー,6149004F1028,4987114124203;4987114124302;
53179115F20301,ｼﾅｰﾙ,内,シナール配合錠(PTP1錠),"",シオノギファーマ,下,6.2,4.81,253,0,錠,1568.6,1216.93,351.67,塩野義製薬,3179115F2034,4987087034936;4987087034943;
53179115D10901,ｼﾅｰﾙ,内,シナール配合顆粒(分包1ｇ),"",シオノギファーマ,分包棚5-4,6.3,4.7905,339,0,ｇ,2135.7,1623.9795,511.7205,塩野義製薬,3179115D1096,4987087034967;4987087034974;
52171010F26401,ｼﾞﾋﾟﾘﾀﾞ02,内,ジピリダモール錠２５ｍｇ「ＪＧ」(PTP1錠),"",長生堂製薬,下,5.8,4.67,30,0,錠,174,140.1,33.9,日本ジェネリック,2171010F2642,4987792294304;4987792294311;4987792294342;
62646725M12301,ｼﾞﾌﾙﾌﾟﾚﾅｰ,外,ジフルプレドナート軟膏０．０５％「イワキ」(ﾁｭｰﾌﾞ5ｇ),"",岩城製薬,外用下,10.5,6.4,12.5,0,ｇ,131.25,80,51.25,岩城製薬,2646725M1236,4987020020996;4987020021009;
52129007F20203,ｼﾍﾞﾉｰﾙｼ10,内,シベノール錠１００ｍｇ(PTP1錠),"",トーアエイヨー,茶劇,40.7,30.81,27,0,錠,1098.9,831.87,267.03,トーアエイヨー,2129007F2027,4987142411115;4987142411122;4987142411139;
52129007F10401,ｼﾍﾞﾝｿﾞﾘ05,内,シベンゾリンコハク酸塩錠５０ｍｇ「サワイ」(PTP1錠),"",沢井製薬,下劇,12.4,10,36,0,錠,446.4,360,86.4,沢井製薬,2129007F1047,4987080686118;4987080686125;
62290801G20203,ｼﾑﾋﾞｺｰﾄ06,外,シムビコートタービュヘイラー６０吸入(ｷｯﾄ1ｷｯﾄ),"",アストラゼネカ,下吸入,3596.1,3596,3,0,ｷｯﾄ,10788.3,10788,0.3,アストラゼネカ,2290801G2025,4987650688108;4987650688207;
52318001F12201,ｼﾞﾒﾁｺﾝｼﾞ0,内,ジメチコン錠４０ｍｇ「ＹＤ」(PTP1錠),"",陽進堂,"",5.7,4.2662,296,0,錠,1687.2,1262.7952,424.4048,日本ジェネリック,2318001F1225,4987792101039;
52325001F22201,ｼﾒﾁｼﾞﾝｼ40,内,シメチジン錠４００ｍｇ「日医工」(PTP1錠),"",日医工,下,5.9,5.2978,92,0,錠,542.8,487.3976,55.4024,日医工,2325001F2226,4987376313315;
53969023F10201,ｼﾞｬﾃﾞｨｱ01,内,ジャディアンス錠１０ｍｇ(PTP1錠),"",日本ベーリンガーイン,茶,189,162.94,192,0,錠,36288,31284.48,5003.52,日本ベーリンガーイン,3969023F1023,4987413300612;4987413300643;
53969023F20201,ｼﾞｬﾃﾞｨｱ02,内,ジャディアンス錠２５ｍｇ(PTP1錠),"",日本ベーリンガーイン,下,322.7,291.0909,33,0,錠,10649.1,9605.9997,1043.1003,日本ベーリンガーイン,3969023F2020,4987413300513;
53969010F10302,ｼﾞｬﾇﾋﾞｱ02,内,ジャヌビア錠２５ｍｇ(PTP1錠),"",ＭＳＤ,茶,63.7,52.86,71,0,錠,4522.7,3753.06,769.64,ＭＳＤ,3969010F1034,4987185807555;4987185807562;4987185807579;
53969010F20301,ｼﾞｬﾇﾋﾞｱ05,内,ジャヌビア錠５０ｍｇ(PTP1錠),"",ＭＳＤ,茶,118.1,98.03,384,0,錠,45350.4,37643.52,7706.88,ＭＳＤ,3969010F2030,4987185809900;4987185809917;4987185809924;4987185809931;
53969010F30302,ｼﾞｬﾇﾋﾞｱ10,内,ジャヌビア錠１００ｍｇ(PTP1錠),"",ＭＳＤ,下,174.9,150.9,10,0,錠,1749,1509,240,ＭＳＤ,3969010F3037,4987185807623;4987185807630;4987185807647;
53969013F20201,ｼｭｱﾎﾟｽﾄ05,内,シュアポスト錠０．５ｍｇ(PTP1錠),"",住友ファーマ,下劇,37.5,30.6923,54,0,錠,2025,1657.3842,367.6158,住友ファーマ,3969013F2026,4987116530071;4987116530088;4987116530095;
52344002X12447,ｼﾞｭｳｶﾏﾖ,内,重カマ「ヨシダ」(ﾊﾞﾗ1ｇ),"",吉田製薬,散剤棚,1.43,1.258,670.2,0,ｇ,958.386,843.1116,115.2744,吉田製薬,2344002X1241,4987288432258;4987288432302;4987288432401;
59000000000150,ｼﾙﾃﾞﾅﾌｨﾙｼ,内,シルデナフィル錠５０ｍｇVI「YD」(PTP1錠),"",陽進堂,不動在庫,900,550,19,0,錠,17100,10450,6650,陽進堂,959000000001,4987476167207;
52149037F10501,ｼﾙﾆｼﾞﾋﾟ05,内,シルニジピン錠５ｍｇ「サワイ」(PTP1錠),"",沢井製薬,下,10.3,8.2936,79,0,錠,813.7,655.1944,158.5056,沢井製薬,2149037F1059,4987080103110;4987080103127;
